"Ссылка на 
аккаунт 
Tik-Tok","Название 
аккаунта","Кол-во
подписчиков
Tik-Tok",Средние просмотры,Изменение просмотры,Средние Лайки,Изменеие лайки,ПЭА,Дата обновления,Цена ТТ,Способ связи,,,,,Расчетная цена
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
